"Latitude","Year","Season","AvgUp","Anomaly"
"34-35",2001,"Spring",-0.0428213390990991,-0.0391730986232304
"34-35",2002,"Spring",-0.0412095922702703,-0.0375613517944015
"34-35",2003,"Spring",-0.039608935990991,-0.0359606955151223
"34-35",2004,"Spring",-0.039855707,-0.0362074665241313
"34-35",2005,"Spring",-0.0393133505315315,-0.0356651100556628
"34-35",2006,"Spring",-0.0334294446036036,-0.0297812041277349
"34-35",2007,"Spring",-0.0234228571891892,-0.0197746167133205
"34-35",2008,"Spring",-0.00930571985585586,-0.00565747937998713
"34-35",2009,"Spring",0.00809905202702703,0.0117472925028958
"34-35",2010,"Spring",0.0222759571261261,0.0259241976019949
"34-35",2011,"Spring",0.0306331344054054,0.0342813748812741
"34-35",2012,"Spring",0.033264485009009,0.0369127254848777
"34-35",2013,"Spring",0.0317671096126126,0.0354153500884813
"34-35",2014,"Spring",0.0306296825225225,0.0342779229983912
"34-35",2015,"Spring",0.0328111377567568,0.0364593782326255
"34-35",2016,"Spring",0.0365480695315315,0.0401963100074003
"34-35",2017,"Spring",0.035146286963964,0.0387945274398327
"34-35",2018,"Spring",0.0292627526936937,0.0329109931695624
"34-35",2019,"Spring",0.016662667009009,0.0203109074848777
"34-35",2020,"Spring",0.0026651697027027,0.00631341017857143
