"Latitude","Year","Season","AvgUp","Anomaly"
"30-31",2013,"Fall",-0.195649383133333,0.00345358114809524
"30-31",2014,"Fall",-0.19033304168,0.00876992260142856
"30-31",2015,"Fall",-0.186060118293333,0.0130428459880952
"30-31",2016,"Fall",-0.180601737933333,0.0185012263480952
"30-31",2017,"Fall",-0.1744304892,0.0246724750814286
"30-31",2018,"Fall",-0.16786329756,0.0312396667214286
"30-31",2019,"Fall",-0.162149561186667,0.0369534030947619
"30-31",2020,"Fall",-0.160054890346667,0.0390480739347619
"31-32",1993,"Fall",-0.0813890350666667,0.121039712609524
"31-32",1994,"Fall",-0.103850732506667,0.0985780151695238
"31-32",1995,"Fall",-0.12947026696,0.0729584807161905
"31-32",1996,"Fall",-0.156299525813333,0.0461292218628571
"31-32",1997,"Fall",-0.179558195386667,0.0228705522895238
"31-32",1998,"Fall",-0.201257318506667,0.00117142916952381
"31-32",1999,"Fall",-0.220812763013333,-0.0183840153371428
"31-32",2000,"Fall",-0.24039437012,-0.0379656224438095
"31-32",2001,"Fall",-0.257591809946667,-0.0551630622704762
"31-32",2002,"Fall",-0.268490272866667,-0.0660615251904762
"31-32",2003,"Fall",-0.270920960613333,-0.0684922129371428
"31-32",2004,"Fall",-0.26709108296,-0.0646623352838095
"31-32",2005,"Fall",-0.2610158428,-0.0585870951238095
"31-32",2006,"Fall",-0.2559503908,-0.0535216431238095
"31-32",2007,"Fall",-0.25218031268,-0.0497515650038095
"31-32",2008,"Fall",-0.24693756372,-0.0445088160438095
"31-32",2009,"Fall",-0.23852552868,-0.0360967810038095
"31-32",2010,"Fall",-0.226287840986667,-0.0238590933104762
"31-32",2011,"Fall",-0.21301392332,-0.0105851756438095
"31-32",2012,"Fall",-0.203713029666667,-0.00128428199047617
"31-32",2013,"Fall",-0.197451546173333,0.00497720150285716
"31-32",2014,"Fall",-0.190910315666667,0.0115184320095238
"31-32",2015,"Fall",-0.18459120868,0.0178375389961905
"31-32",2016,"Fall",-0.177398340133333,0.0250304075428572
"31-32",2017,"Fall",-0.169371605946667,0.0330571417295238
"31-32",2018,"Fall",-0.161987084493333,0.0404416631828572
"31-32",2019,"Fall",-0.1563941582,0.0460345894761905
"31-32",2020,"Fall",-0.155149909226667,0.0472788384495238
"32-33",1993,"Fall",-0.0287314068266667,0.0649575061980952
"32-33",1994,"Fall",-0.0354680706266667,0.0582208423980952
"32-33",1995,"Fall",-0.04440692172,0.0492819913047619
"32-33",1996,"Fall",-0.0550251120933333,0.0386638009314286
"32-33",1997,"Fall",-0.0650837414666667,0.0286051715580952
"32-33",1998,"Fall",-0.07583018092,0.0178587321047619
"32-33",1999,"Fall",-0.0877433213866667,0.00594559163809523
"32-33",2000,"Fall",-0.100777118666667,-0.00708820564190477
"32-33",2001,"Fall",-0.111408950866667,-0.0177200378419048
"32-33",2002,"Fall",-0.11882977628,-0.0251408632552381
"32-33",2003,"Fall",-0.122185840253333,-0.0284969272285714
"32-33",2004,"Fall",-0.12150112732,-0.0278122142952381
"32-33",2005,"Fall",-0.118646611813333,-0.0249576987885714
"32-33",2006,"Fall",-0.115058316,-0.0213694029752381
"32-33",2007,"Fall",-0.110701702266667,-0.0170127892419048
"32-33",2008,"Fall",-0.10465489132,-0.0109659782952381
"32-33",2009,"Fall",-0.09725003876,-0.0035611257352381
"32-33",2010,"Fall",-0.08937081756,0.0043180954647619
"32-33",2011,"Fall",-0.0831295904,0.0105593226247619
"32-33",2012,"Fall",-0.0804868137733333,0.0132020992514286
"32-33",2013,"Fall",-0.0840774338933333,0.00961147913142857
"32-33",2014,"Fall",-0.0901470498666667,0.00354186315809524
"32-33",2015,"Fall",-0.0973928801733333,-0.00370396714857144
"32-33",2016,"Fall",-0.104998128093333,-0.0113092150685714
"32-33",2017,"Fall",-0.113075709266667,-0.0193867962419048
"32-33",2018,"Fall",-0.119009788733333,-0.0253208757085714
"32-33",2019,"Fall",-0.122383492853333,-0.0286945798285714
"32-33",2020,"Fall",-0.125914731493333,-0.0322258184685714
"33-34",1993,"Fall",-0.149864976106667,0.11796427551
"33-34",1994,"Fall",-0.155590860906667,0.11223839071
"33-34",1995,"Fall",-0.166605740853333,0.101223510763333
"33-34",1996,"Fall",-0.17854593928,0.0892833123366666
"33-34",1997,"Fall",-0.186206222906667,0.08162302871
"33-34",1998,"Fall",-0.191460215866667,0.07636903575
"33-34",1999,"Fall",-0.201740079253333,0.0660891723633333
"33-34",2000,"Fall",-0.2209633468,0.0468659048166667
"33-34",2001,"Fall",-0.244779128013333,0.0230501236033333
"33-34",2002,"Fall",-0.27145081232,-0.00362156070333336
"33-34",2003,"Fall",-0.297738977026667,-0.02990972541
"33-34",2004,"Fall",-0.31664235384,-0.0488131022233333
"33-34",2005,"Fall",-0.325106559106667,-0.05727730749
"33-34",2006,"Fall",-0.3241425616,-0.0563133099833333
"33-34",2007,"Fall",-0.31903324836,-0.0512039967433334
"33-34",2008,"Fall",-0.311277056933333,-0.0434478053166667
"33-34",2009,"Fall",-0.301735449213333,-0.0339061975966667
"33-34",2010,"Fall",-0.29137977052,-0.0235505189033333
"33-34",2011,"Fall",-0.277807972453333,-0.00997872083666668
"33-34",2012,"Fall",-0.25999699592,0.00783225569666662
"33-34",2013,"Fall",-0.257347623346667,0.01048162827
"33-34",2014,"Fall",-0.266928014893333,0.00090123672333331
"33-34",2015,"Fall",-0.283104209733333,-0.0152749581166667
"33-34",2016,"Fall",-0.304650338386667,-0.03682108677
"33-34",2017,"Fall",-0.328859678293333,-0.0610304266766667
"33-34",2018,"Fall",-0.34738232956,-0.0795530779433333
"33-34",2019,"Fall",-0.356852570773333,-0.0890233191566667
"33-34",2020,"Fall",-0.362026013,-0.0941967613833333
"34-35",1993,"Fall",-0.225614247537037,0.102814207690807
"34-35",1994,"Fall",-0.250921873527778,0.0775065817000661
"34-35",1995,"Fall",-0.282641568342593,0.0457868868852513
"34-35",1996,"Fall",-0.315096551787037,0.0133319034408069
"34-35",1997,"Fall",-0.339382935648148,-0.0109544804203042
"34-35",1998,"Fall",-0.353421690555556,-0.0249932353277116
"34-35",1999,"Fall",-0.36065617287963,-0.0322277176517857
"34-35",2000,"Fall",-0.369003736509259,-0.0405752812814154
"34-35",2001,"Fall",-0.380589743046296,-0.0521612878184524
"34-35",2002,"Fall",-0.394834800907407,-0.0664063456795635
"34-35",2003,"Fall",-0.407668960712963,-0.0792405054851191
"34-35",2004,"Fall",-0.410419051555556,-0.0819905963277117
"34-35",2005,"Fall",-0.398654659518519,-0.0702262042906746
"34-35",2006,"Fall",-0.378030317416667,-0.0496018621888227
"34-35",2007,"Fall",-0.356196124768519,-0.0277676695406746
"34-35",2008,"Fall",-0.335532549259259,-0.00710409403141532
"34-35",2009,"Fall",-0.32016440487963,0.00826405034821431
"34-35",2010,"Fall",-0.309131298444444,0.0192971567833995
"34-35",2011,"Fall",-0.299007167333333,0.0294212878945106
"34-35",2012,"Fall",-0.285892757157407,0.0425356980704365
"34-35",2013,"Fall",-0.274550964861111,0.0538774903667328
"34-35",2014,"Fall",-0.271005651324074,0.0574228039037699
"34-35",2015,"Fall",-0.276277601351852,0.0521508538759921
"34-35",2016,"Fall",-0.290552546703704,0.0378759085241402
"34-35",2017,"Fall",-0.309591109814815,0.0188373454130291
"34-35",2018,"Fall",-0.32580529162963,0.0026231635982143
"34-35",2019,"Fall",-0.334376355759259,-0.00594790053141536
"34-35",2020,"Fall",-0.340976613148148,-0.0125481579203042
