"Latitude","Year","Season","AvgUp","Anomaly"
"30-31",1999,"Spring",-0.0853172626933333,-0.0432641132038095
"30-31",2000,"Spring",-0.0766746729066667,-0.0346215234171429
"30-31",2001,"Spring",-0.0645295439866667,-0.0224763944971429
"30-31",2002,"Spring",-0.04924911676,-0.00719596727047619
"30-31",2003,"Spring",-0.0324252411866667,0.00962790830285714
"30-31",2004,"Spring",-0.01453494704,0.0275182024495238
"30-31",2005,"Spring",-0.000537752546666667,0.0415153969428571
"30-31",2006,"Spring",0.00670294269333333,0.0487560921828571
"30-31",2007,"Spring",0.00902553388,0.0510786833695238
"30-31",2008,"Spring",0.00899513312,0.0510482826095238
"30-31",2009,"Spring",0.00694574242666667,0.0489988919161905
"30-31",2010,"Spring",0.00213720402666667,0.0441903535161905
"30-31",2011,"Spring",-0.00694026,0.0351128894895238
"30-31",2012,"Spring",-0.0168913107733333,0.0251618387161905
"30-31",2013,"Spring",-0.02728695476,0.0147661947295238
"30-31",2014,"Spring",-0.03517959896,0.00687355052952381
"30-31",2015,"Spring",-0.03946220804,0.00259094144952381
"30-31",2016,"Spring",-0.0419484804933333,0.000104668996190473
"30-31",2017,"Spring",-0.0441564322666667,-0.00210328277714286
"30-31",2018,"Spring",-0.0475748916,-0.00552174211047619
"30-31",2019,"Spring",-0.0531871258533333,-0.0111339763638095
"30-31",2020,"Spring",-0.0597554910133333,-0.0177023415238095
"31-32",1993,"Spring",-0.0685204605466667,-0.0264511747409524
"31-32",1994,"Spring",-0.0740748536,-0.0320055677942857
"31-32",1995,"Spring",-0.0827516171466667,-0.0406823313409524
"31-32",1996,"Spring",-0.0919744283066667,-0.0499051425009524
"31-32",1997,"Spring",-0.0972077166,-0.0551384307942857
"31-32",1998,"Spring",-0.09690438176,-0.0548350959542857
"31-32",1999,"Spring",-0.0913022200533333,-0.049232934247619
"31-32",2000,"Spring",-0.0835259590533333,-0.041456673247619
"31-32",2001,"Spring",-0.07267251316,-0.0306032273542857
"31-32",2002,"Spring",-0.0589290165466667,-0.0168597307409524
"31-32",2003,"Spring",-0.0427307773866667,-0.000661491580952384
"31-32",2004,"Spring",-0.0248523701866667,0.0172169156190476
"31-32",2005,"Spring",-0.01157293596,0.0304963498457143
"31-32",2006,"Spring",-0.00367957317333333,0.038389712632381
"31-32",2007,"Spring",0.000783829333333333,0.0428531151390476
"31-32",2008,"Spring",0.00453847936,0.0466077651657143
"31-32",2009,"Spring",0.00709983193333333,0.0491691177390476
"31-32",2010,"Spring",0.00639134921333333,0.0484606350190476
"31-32",2011,"Spring",-0.000624827186666667,0.0414444586190476
"31-32",2012,"Spring",-0.009700841,0.0323684448057143
"31-32",2013,"Spring",-0.0196743936266667,0.0223948921790476
"31-32",2014,"Spring",-0.02728156624,0.0147877195657143
"31-32",2015,"Spring",-0.0316230174666667,0.0104462683390476
"31-32",2016,"Spring",-0.0339460024933333,0.00812328331238095
"31-32",2017,"Spring",-0.03558357156,0.00648571424571429
"31-32",2018,"Spring",-0.0391281992,0.00294108660571429
"31-32",2019,"Spring",-0.0460249876533333,-0.00395570184761905
"31-32",2020,"Spring",-0.0524672624933333,-0.010397976687619
"32-33",1993,"Spring",-0.0472870816813333,-0.0124860349298571
"32-33",1994,"Spring",-0.0494678260666667,-0.0146667793151905
"32-33",1995,"Spring",-0.0522479593066667,-0.0174469125551905
"32-33",1996,"Spring",-0.0539918132,-0.0191907664485238
"32-33",1997,"Spring",-0.0546011873466667,-0.0198001405951905
"32-33",1998,"Spring",-0.056255342,-0.0214542952485238
"32-33",1999,"Spring",-0.0591680118266667,-0.0243669650751905
"32-33",2000,"Spring",-0.0622046581733333,-0.0274036114218571
"32-33",2001,"Spring",-0.06363640392,-0.0288353571685238
"32-33",2002,"Spring",-0.0623409580666667,-0.0275399113151905
"32-33",2003,"Spring",-0.05801667188,-0.0232156251285238
"32-33",2004,"Spring",-0.0520084872,-0.0172074404485238
"32-33",2005,"Spring",-0.0472613388666667,-0.0124602921151905
"32-33",2006,"Spring",-0.0439873345866667,-0.00918628783519048
"32-33",2007,"Spring",-0.0397523277866667,-0.00495128103519048
"32-33",2008,"Spring",-0.0320917908666667,0.00270925588480952
"32-33",2009,"Spring",-0.0219459653733333,0.0128550813781429
"32-33",2010,"Spring",-0.0122754351866667,0.0225256115648095
"32-33",2011,"Spring",-0.00754215489333333,0.0272588918581429
"32-33",2012,"Spring",-0.00591121624,0.0288898305114762
"32-33",2013,"Spring",-0.00695896310666667,0.0278420836448095
"32-33",2014,"Spring",-0.00739873918666667,0.0274023075648095
"32-33",2015,"Spring",-0.00735665666666667,0.0274443900848095
"32-33",2016,"Spring",-0.00836792013333333,0.0264331266181429
"32-33",2017,"Spring",-0.0112286921866667,0.0235723545648095
"32-33",2018,"Spring",-0.0144025792666667,0.0203984674848095
"32-33",2019,"Spring",-0.0172338451866667,0.0175672015648095
"32-33",2020,"Spring",-0.01948794884,0.0153130979114762
"33-34",1993,"Spring",-0.05828058988,-0.0210994365541429
"33-34",1994,"Spring",-0.0743993428133333,-0.0372181894874762
"33-34",1995,"Spring",-0.0881624374666667,-0.0509812841408095
"33-34",1996,"Spring",-0.0975747685066667,-0.0603936151808095
"33-34",1997,"Spring",-0.10145328112,-0.0642721277941429
"33-34",1998,"Spring",-0.104724117813333,-0.0675429644874762
"33-34",1999,"Spring",-0.1100631508,-0.0728819974741429
"33-34",2000,"Spring",-0.11523242272,-0.0780512693941429
"33-34",2001,"Spring",-0.111975291413333,-0.0747941380874762
"33-34",2002,"Spring",-0.09899571088,-0.0618145575541429
"33-34",2003,"Spring",-0.0820100210933333,-0.0448288677674762
"33-34",2004,"Spring",-0.0675983704573333,-0.0304172171314762
"33-34",2005,"Spring",-0.0568203926533333,-0.0196392393274762
"33-34",2006,"Spring",-0.0502932743466667,-0.0131121210208095
"33-34",2007,"Spring",-0.04575532668,-0.00857417335414286
"33-34",2008,"Spring",-0.0344529283333333,0.00272822499252381
"33-34",2009,"Spring",-0.0195912626666667,0.0175898906591905
"33-34",2010,"Spring",-0.00781930106666667,0.0293618522591905
"33-34",2011,"Spring",-0.00199452637333333,0.0351866269525238
"33-34",2012,"Spring",0.00219244974666667,0.0393736030725238
"33-34",2013,"Spring",0.00701928996,0.0442004432858571
"33-34",2014,"Spring",0.0148492351866667,0.0520303885125238
"33-34",2015,"Spring",0.0282186741733333,0.0653998274991905
"33-34",2016,"Spring",0.04257080252,0.0797519558458571
"33-34",2017,"Spring",0.0494757900933333,0.0866569434191905
"33-34",2018,"Spring",0.0518606096266667,0.0890417629525238
"33-34",2019,"Spring",0.0494904400666667,0.0866715933925238
"33-34",2020,"Spring",0.0404469325866667,0.0776280859125238
"34-35",1993,"Spring",-0.0547363613518519,-0.0227396784404431
"34-35",1994,"Spring",-0.0710707706759259,-0.0390740877645172
"34-35",1995,"Spring",-0.0844416194907407,-0.052444936579332
"34-35",1996,"Spring",-0.0973543500740741,-0.0653576671626653
"34-35",1997,"Spring",-0.108330430675926,-0.0763337477645172
"34-35",1998,"Spring",-0.119632710314815,-0.0876360274034061
"34-35",1999,"Spring",-0.128177989787037,-0.0961813068756283
"34-35",2000,"Spring",-0.12996718762037,-0.0979705047089617
"34-35",2001,"Spring",-0.118016971953704,-0.086020289042295
"34-35",2002,"Spring",-0.0965224789907407,-0.064525796079332
"34-35",2003,"Spring",-0.0749823108435185,-0.0429856279321098
"34-35",2004,"Spring",-0.0586629137777778,-0.026666230866369
"34-35",2005,"Spring",-0.0488852520648148,-0.0168885691534061
"34-35",2006,"Spring",-0.0388470204166667,-0.00685033750525794
"34-35",2007,"Spring",-0.0254250659814815,0.00657161692992725
"34-35",2008,"Spring",-0.0054664232037037,0.026530259707705
"34-35",2009,"Spring",0.0171984823425926,0.0491951652540013
"34-35",2010,"Spring",0.0344281065740741,0.0664247894854828
"34-35",2011,"Spring",0.043149863712963,0.0751465466243717
"34-35",2012,"Spring",0.0436886633703704,0.0756853462817791
"34-35",2013,"Spring",0.0399784996944444,0.0719751826058532
"34-35",2014,"Spring",0.0381944447407407,0.0701911276521495
"34-35",2015,"Spring",0.0416100144259259,0.0736066973373347
"34-35",2016,"Spring",0.0461597572314815,0.0781564401428902
"34-35",2017,"Spring",0.0422467787685185,0.0742434616799273
"34-35",2018,"Spring",0.0301262438796296,0.0621229267910384
"34-35",2019,"Spring",0.00780685926851852,0.0398035421799273
"34-35",2020,"Spring",-0.0199749783055556,0.0120217046058532
