"Latitude","Year","Season","AvgUp","Anomaly"
"31-32",2010,"Fall",0.114650697453333,0.0409703081676191
"31-32",2011,"Fall",0.105097323506667,0.0314169342209524
"31-32",2012,"Fall",0.0820006942,0.00832030491428572
"31-32",2013,"Fall",0.05675043444,-0.0169299548457143
"31-32",2014,"Fall",0.04258916408,-0.0310912252057143
"31-32",2015,"Fall",0.0353603040133333,-0.038320085272381
"31-32",2016,"Fall",0.0327681018,-0.0409122874857143
"31-32",2017,"Fall",0.0353188228533333,-0.038361566432381
"31-32",2018,"Fall",0.0394993804266667,-0.0341810088590476
"31-32",2019,"Fall",0.04182264036,-0.0318577489257143
"31-32",2020,"Fall",0.0425519682933333,-0.031128420992381
"32-33",1993,"Fall",0.00775303304,-0.0016146313947619
"32-33",1994,"Fall",0.00951385888,0.000146194445238095
"32-33",1995,"Fall",0.01151284444,0.00214518000523809
"32-33",1996,"Fall",0.0133613010533333,0.00399363661857143
"32-33",1997,"Fall",0.0148428099466667,0.00547514551190476
"32-33",1998,"Fall",0.0147903987866667,0.00542273435190476
"32-33",1999,"Fall",0.012566111,0.00319844656523809
"32-33",2000,"Fall",0.0107552934533333,0.00138762901857143
"32-33",2001,"Fall",0.0123400669066667,0.00297240247190476
"32-33",2002,"Fall",0.01779044488,0.00842278044523809
"32-33",2003,"Fall",0.0255616222666667,0.0161939578319048
"32-33",2004,"Fall",0.0335485488533333,0.0241808844185714
"32-33",2005,"Fall",0.03903109916,0.0296634347252381
"32-33",2006,"Fall",0.0415155887066667,0.0321479242719048
"32-33",2007,"Fall",0.0415085883733333,0.0321409239385714
"32-33",2008,"Fall",0.0401295367333333,0.0307618722985714
"32-33",2009,"Fall",0.0373403963866667,0.0279727319519048
"32-33",2010,"Fall",0.0337565023066667,0.0243888378719048
"32-33",2011,"Fall",0.02803406504,0.0186664006052381
"32-33",2012,"Fall",0.0179667250533333,0.00859906061857143
"32-33",2013,"Fall",0.00647719529333333,-0.00289046914142857
"32-33",2014,"Fall",-0.00479631932,-0.0141639837547619
"32-33",2015,"Fall",-0.01660057504,-0.0259682394747619
"32-33",2016,"Fall",-0.0277574756,-0.0371251400347619
"32-33",2017,"Fall",-0.0364761392666667,-0.0458438037014286
"32-33",2018,"Fall",-0.0407584232666667,-0.0501260877014286
"32-33",2019,"Fall",-0.0413098495733333,-0.0506775140080952
"32-33",2020,"Fall",-0.04010264432,-0.0494703087547619
"33-34",1993,"Fall",-0.0718169328133333,-0.0765855108616952
"33-34",1994,"Fall",-0.0612571869866667,-0.0660257650350286
"33-34",1995,"Fall",-0.0491207154533333,-0.0538892935016952
"33-34",1996,"Fall",-0.0360896044533333,-0.0408581825016952
"33-34",1997,"Fall",-0.0225495321066667,-0.0273181101550286
"33-34",1998,"Fall",-0.00835671172,-0.0131252897683619
"33-34",1999,"Fall",0.00224978344,-0.00251879460836191
"33-34",2000,"Fall",0.0100985520666667,0.00532997401830476
"33-34",2001,"Fall",0.0194972104933333,0.0147286324449714
"33-34",2002,"Fall",0.0313490744,0.0265804963516381
"33-34",2003,"Fall",0.04180660116,0.0370380231116381
"33-34",2004,"Fall",0.05166692624,0.0468983481916381
"33-34",2005,"Fall",0.0589452103066667,0.0541766322583048
"33-34",2006,"Fall",0.0644904873733333,0.0597219093249714
"33-34",2007,"Fall",0.0674006413466667,0.0626320632983048
"33-34",2008,"Fall",0.0693260258666667,0.0645574478183048
"33-34",2009,"Fall",0.0686391316666667,0.0638705536183048
"33-34",2010,"Fall",0.0649722910533333,0.0602037130049714
"33-34",2011,"Fall",0.0577550588666667,0.0529864808183048
"33-34",2012,"Fall",0.0458451230208,0.0410765449724381
"33-34",2013,"Fall",0.0319173716533333,0.0271487936049714
"33-34",2014,"Fall",0.01471211412,0.00994353607163809
"33-34",2015,"Fall",-0.00545698693333333,-0.0102255649816952
"33-34",2016,"Fall",-0.0286179490533333,-0.0333865271016952
"33-34",2017,"Fall",-0.0516628185066667,-0.0564313965550286
"33-34",2018,"Fall",-0.069492166328,-0.0742607443763619
"33-34",2019,"Fall",-0.0796950136586667,-0.0844635917070286
"33-34",2020,"Fall",-0.0830357997066667,-0.0878043777550286
"34-35",1993,"Fall",-0.156910217693694,-0.00111165594546334
"34-35",1994,"Fall",-0.166519070864865,-0.0107205091166345
"34-35",1995,"Fall",-0.18137453363964,-0.0255759718914093
"34-35",1996,"Fall",-0.197196787135135,-0.0413982253869048
"34-35",1997,"Fall",-0.206932105621622,-0.0511335438733913
"34-35",1998,"Fall",-0.206621100684685,-0.0508225389364543
"34-35",1999,"Fall",-0.199349778630631,-0.0435512168824003
"34-35",2000,"Fall",-0.192792399121622,-0.0369938373733913
"34-35",2001,"Fall",-0.190568678153153,-0.0347701164049228
"34-35",2002,"Fall",-0.19203345663964,-0.0362348948914093
"34-35",2003,"Fall",-0.193626754243243,-0.0378281924950129
"34-35",2004,"Fall",-0.186413646072072,-0.0306150843238417
"34-35",2005,"Fall",-0.167184411945946,-0.0113858501977156
"34-35",2006,"Fall",-0.142401596855856,0.0133969648923745
"34-35",2007,"Fall",-0.120378349954955,0.0354202117932754
"34-35",2008,"Fall",-0.103489023387387,0.052309538360843
"34-35",2009,"Fall",-0.0955970256936937,0.0602015360545367
"34-35",2010,"Fall",-0.0950327049099099,0.0607658568383205
"34-35",2011,"Fall",-0.097295763009009,0.0585027987392214
"34-35",2012,"Fall",-0.0975204194594595,0.0582781422887709
"34-35",2013,"Fall",-0.0967414475675676,0.0590571141806628
"34-35",2014,"Fall",-0.103458666621622,0.0523398951266087
"34-35",2015,"Fall",-0.117350358513514,0.0384482032347169
"34-35",2016,"Fall",-0.139007302585586,0.0167912591626448
"34-35",2017,"Fall",-0.161887112684685,-0.00608855093645433
"34-35",2018,"Fall",-0.178885202225225,-0.0230866404769949
"34-35",2019,"Fall",-0.186527650441441,-0.0307290886932111
"34-35",2020,"Fall",-0.189264164594595,-0.0334656028463642
