"Latitude","Year","Season","AvgUp","Anomaly"
"34-35",2011,"Summer",0.263454376583333,0.106129428977183
"34-35",2012,"Summer",0.228884160740741,0.07155921313459
"34-35",2013,"Summer",0.212906231,0.0555812833938492
"34-35",2014,"Summer",0.20082035925,0.0434954116438492
"34-35",2015,"Summer",0.182849987944444,0.0255250403382937
"34-35",2016,"Summer",0.149946064361111,-0.00737888324503969
"34-35",2017,"Summer",0.116827259398148,-0.0404976882080026
"34-35",2018,"Summer",0.090845577787037,-0.0664793698191137
"34-35",2019,"Summer",0.07053318525,-0.0867917623561508
"34-35",2020,"Summer",0.0572961123148148,-0.100028835291336
